Form	75 73 104 79
the 	405 180 422 188
person 	425 180 459 188
whose 	462 180 495 188
name 	499 180 527 188
is 	530 180 538 188
entered 	541 180 580 188
on 	583 180 596 188
line 	599 180 616 188
1. 	621 180 628 188
Check 	632 180 665 188
only 	668 180 689 188
one 	692 180 713 188
of 	715 180 726 188
the	728 180 745 188
following 	133 190 178 197
seven 	182 190 211 197
boxes	214 190 245 197
.	246 190 248 197
4 	759 180 769 188
Exemptions 	773 180 834 188
(	836 180 840 188
codes 	840 180 871 188
apply 	874 180 902 188
only 	906 180 927 188
to	930 180 940 188
certain 	760 189 796 196
entities	798 189 836 196
, 	836 189 838 196
not 	842 189 859 196
individuals	861 189 915 196
; 	915 189 918 196
see	922 189 939 196
instructions 	761 198 820 206
on 	823 198 836 206
page 	839 198 865 206
3	867 198 875 206
)	873 198 877 206
:	878 198 881 206
Individual	146 210 197 218
/	196 210 201 218
sole 	201 210 221 218
proprietor 	225 210 274 218
or	277 210 288 218
C 	330 209 342 217
Corporation	342 209 406 217
☐	310 204 324 214
☐	427 204 440 214
single	147 219 187 227
-	178 219 182 227
member 	182 219 224 227
LLC	227 219 248 227
☑	126 206 140 216
☐	543 205 556 215
☐	658 204 672 214
☐	126 235 140 245
S 	445 209 455 216
Corporation	455 209 517 216
Partnership	562 210 624 216
Trust	678 209 710 215
/	704 209 710 215
estate	709 209 743 215
Exempt 	759 222 799 230
payee 	801 222 832 230
code 	835 222 859 230
(	861 222 865 230
if 	863 222 870 230
any	873 222 892 230
)	890 222 894 230
Exemption 	761 249 815 258
from 	819 249 841 258
FATCA 	846 249 882 258
reporting	885 249 930 258
code 	762 261 794 270
(	790 261 794 270
if 	794 261 800 270
any	802 261 821 270
)	819 261 823 270
☐	127 288 141 298
Limited 	149 237 186 245
liability 	190 237 224 245
company	227 237 274 245
. 	275 237 277 245
Enter 	280 237 307 245
the 	310 237 325 245
tax 	329 237 345 245
classification 	348 237 412 245
(	416 237 418 245
C	419 237 427 245
=	428 237 433 245
C 	434 237 442 245
corporation	445 237 503 245
, 	505 237 506 245
S	509 237 517 245
=	518 237 524 245
S 	524 237 531 245
corporation	534 237 592 245
, 	593 237 595 245
P	599 237 606 245
=	607 237 612 245
Partnership	613 237 671 245
) 	671 237 674 245
►	677 237 686 245
Note	148 249 176 258
: 	174 249 178 258
Check 	181 249 214 258
the 	217 249 233 258
appropriate 	236 249 294 258
box 	298 249 317 258
in 	320 249 328 258
the 	331 249 348 258
line 	350 249 368 258
above 	371 249 402 258
for 	405 249 419 258
the 	422 249 437 258
tax 	441 249 456 258
classification 	459 249 524 258
of 	528 249 538 258
the 	541 249 557 258
single	560 249 590 258
-	590 249 593 258
member 	595 249 636 258
owner	640 249 671 258
. 	671 249 673 258
Do 	679 249 694 258
not 	697 249 714 258
check	717 249 747 258
LLC 	149 259 171 266
if 	174 259 180 266
the 	183 259 199 266
LLC 	202 259 223 266
is 	226 259 233 266
classified 	237 259 283 266
as 	286 259 299 266
a 	301 259 308 266
single	311 259 340 266
-	341 259 344 266
member 	345 259 387 266
LLC 	390 259 410 266
that 	414 259 433 266
is 	437 259 444 266
disregarded 	447 259 508 266
from 	511 259 534 266
the 	537 259 554 266
owner 	557 259 588 266
unless 	591 259 624 266
the 	627 259 643 266
owner 	646 259 677 266
of 	681 259 691 266
the 	693 259 709 266
LLC 	712 259 733 266
is	737 259 745 266
another 	149 267 187 275
LLC 	191 267 211 275
that 	214 267 234 275
is 	237 267 245 275
not 	249 267 266 275
disregarded 	269 267 329 275
from 	333 267 355 275
the 	359 267 374 275
owner 	378 267 409 275
for 	412 267 426 275
U.S. 	430 267 450 275
federal 	454 267 487 275
tax 	491 267 507 275
purposes	511 267 558 275
. 	558 267 560 275
Otherwise	563 267 615 275
, 	616 267 618 275
a 	621 267 627 275
single	631 267 660 275
-	661 267 664 275
member 	665 267 706 275
LLC 	710 267 731 275
that	734 267 754 275
is 	149 277 161 285
disregarded 	160 277 221 285
from 	224 277 246 285
the 	250 277 266 285
owner 	269 277 301 285
should 	303 277 337 285
check 	340 277 371 285
the 	374 277 390 285
appropriate 	393 277 452 285
box 	455 277 474 285
for 	477 277 491 285
the 	493 277 510 285
tax 	512 277 529 285
classification 	531 277 596 285
of 	600 277 610 285
its 	613 277 625 285
owner	628 277 660 285
.	659 277 662 285
Other 	148 290 180 298
(	179 290 184 298
see 	184 290 204 298
instructions	205 290 264 298
) 	264 290 265 298
►	269 290 277 298
5 	121 302 130 310
Address 	132 301 176 309
(	179 301 182 309
number	182 301 221 309
, 	221 301 223 309
street	226 301 256 309
, 	256 301 258 309
and 	261 301 280 309
apt	284 301 299 309
. 	301 301 302 309
or 	306 301 317 309
suite 	319 301 344 309
no	347 301 359 309
.	359 301 362 309
) 	362 301 366 309
See 	368 301 389 309
instructions	391 301 450 309
.	451 301 453 309
14A 	121 316 146 326
High 	151 316 181 326
Street	187 316 228 326
6 	121 330 130 337
City	133 329 155 336
, 	152 329 155 336
state	160 329 186 336
, 	186 329 187 336
and 	192 329 210 336
ZIP 	213 329 231 336
code	234 329 259 336
Wellingborough	117 343 229 354
, 	231 343 234 354
Northamptonshire	240 343 364 354
, 	365 343 368 354
NN8 	374 343 402 354
4JU	406 343 432 354
7 	119 355 129 364
List 	132 355 154 364
account 	154 355 195 364
number	198 355 238 364
(	236 355 240 364
s	240 355 246 364
) 	245 355 248 364
here 	252 355 274 364
(	276 355 279 364
optional	279 355 319 364
)	320 355 322 364
Part 	88 384 125 391
I	126 384 132 391
(	759 289 768 296
Applies 	762 289 793 296
to 	792 289 800 296
accounts 	801 289 835 296
maintained 	838 289 879 296
outside 	880 289 907 296
the 	909 289 921 296
U.S.	922 289 938 296
)	938 289 940 296
Requester's 	656 301 717 310
name 	720 301 748 309
and 	751 301 770 309
address 	773 301 814 309
(	817 301 821 309
optional	821 301 860 309
)	861 301 864 309
018928937028EUR	401 371 530 380
, 	531 371 534 380
013902903500EUR	538 371 665 380
Taxpayer 	170 383 240 395
Identification 	246 383 345 395
Number 	352 383 412 395
(	415 383 420 395
TIN	421 383 447 395
)	447 383 451 395
Enter 	82 398 112 407
your 	114 398 140 407
TIN 	143 398 163 407
in 	168 398 177 407
the 	181 398 199 407
appropriate 	203 398 270 407
box	273 398 296 407
. 	296 398 298 407
The 	301 398 324 407
TIN 	326 398 346 407
provided 	351 398 402 407
must 	406 398 434 407
match 	438 398 473 407
the 	477 398 496 407
name 	499 398 531 407
given 	535 398 565 407
on 	569 398 584 407
line 	587 398 607 407
1 	612 398 616 407
to 	622 398 634 407
avoid	637 398 669 407
backup 	82 408 126 418
withholding	127 408 195 418
. 	196 408 198 418
For 	202 408 220 418
individuals	224 408 285 418
, 	287 408 289 418
this 	292 408 312 418
is 	316 408 325 418
generally 	329 408 381 418
your 	384 408 410 418
social 	414 408 447 418
security 	450 408 496 418
number 	500 408 543 418
(	547 408 551 418
SSN	550 408 575 418
)	577 408 580 418
. 	581 408 582 418
However	588 408 638 418
, 	639 408 641 418
for 	646 408 662 418
a	666 408 672 418
resident 	82 419 127 428
alien	131 419 157 428
, 	159 419 161 428
sole 	165 419 189 428
proprietor	192 419 249 428
, 	248 419 251 428
or 	256 419 268 428
disregarded 	272 419 341 428
entity	344 419 377 428
, 	376 419 378 428
see 	383 419 403 428
the 	407 419 425 428
instructions 	429 419 496 428
for 	499 419 515 428
Part 	518 419 542 428
I	546 419 548 428
, 	550 419 553 428
later	555 419 581 428
. 	581 419 584 428
For 	590 419 608 428
other	612 419 641 428
entities	81 429 124 439
, 	124 429 126 439
it 	131 429 138 439
is 	141 429 150 439
your 	153 429 180 439
employer 	183 429 237 439
identification 	240 429 314 439
number 	318 429 361 439
(	364 429 368 439
EIN	368 429 388 439
)	387 429 390 439
. 	393 429 395 439
If 	396 429 406 439
you 	409 429 431 439
do 	434 429 449 439
not 	453 429 472 439
have 	476 429 503 439
a 	507 429 514 439
number	518 429 562 439
, 	562 429 564 439
see 	569 429 589 439
How 	593 429 619 439
to 	624 429 634 439
get 	638 429 656 439
a	660 429 666 439
TIN	82 440 102 448
, 	100 440 104 448
later	109 440 135 448
.	136 440 138 448
Note	80 454 113 462
: 	111 454 116 462
If 	118 454 126 462
the 	130 454 148 462
account 	151 454 198 462
is 	201 454 211 462
in 	214 454 224 462
more 	229 454 257 462
than 	261 454 286 462
one 	290 454 311 462
name	315 454 348 462
, 	348 454 350 462
see 	354 454 375 462
the 	378 454 396 462
instructions 	400 454 466 462
for 	471 454 486 462
line 	490 454 510 462
1. 	514 454 523 462
Also 	526 454 553 462
see 	557 454 577 462
What 	580 454 610 462
Name 	613 454 648 462
and	651 454 673 462
Number 	81 464 129 473
To 	133 464 147 473
Give 	149 464 176 473
the 	180 464 198 473
Requester 	202 464 261 473
for 	264 464 280 473
guidelines 	284 464 342 473
on 	346 464 359 473
whose 	363 464 402 473
number 	405 464 450 473
to 	453 464 464 473
enter	468 464 498 473
.	499 464 501 473
Social 	703 397 738 405
security 	741 397 784 405
number	787 397 828 405
085	702 420 763 428
03	796 420 833 428
or	697 441 715 447
1723	867 420 948 428
Employer 	703 451 757 460
identification 	760 451 829 459
number	833 451 875 459
Part 	87 494 132 502
II	126 494 134 502
Certification	171 493 264 502
Under 	82 508 119 518
penalties 	122 508 174 518
of 	178 508 189 518
perjury	192 508 232 518
, 	233 508 235 518
I 	239 508 243 518
certify 	246 508 281 518
that	285 508 308 518
:	306 508 310 518
1. 	84 521 93 531
The 	97 521 119 531
number 	123 521 167 531
shown 	171 521 208 531
on 	212 521 226 531
this 	230 521 250 531
form 	255 521 281 531
is 	285 521 294 531
my 	298 521 315 531
correct 	318 521 359 531
taxpayer 	363 521 413 531
identification 	417 521 490 531
number 	494 521 538 531
(	541 521 545 531
or 	545 521 557 531
I 	560 521 563 531
am 	567 521 585 531
waiting 	588 521 630 531
for 	634 521 649 531
a 	653 521 660 531
number 	664 521 708 531
to 	712 521 723 531
be 	726 521 741 531
issued 	744 521 782 531
to 	786 521 797 531
me	801 521 819 531
)	818 521 822 531
; 	823 521 826 531
and	830 521 852 531
2. 	83 532 93 543
I 	97 532 99 542
am 	104 532 121 542
not 	126 532 144 542
subject 	147 532 190 542
to 	194 532 205 542
backup 	208 532 252 542
withholding 	255 532 321 542
because	325 532 375 542
: 	375 532 378 542
(	381 532 385 542
a	384 532 393 542
) 	391 532 395 542
I 	399 532 402 542
am 	405 532 423 542
exempt 	427 532 471 542
from 	474 532 500 542
backup 	505 532 547 542
withholding	551 532 618 542
, 	618 532 621 542
or 	625 532 637 542
(	640 532 644 542
b	643 532 651 542
) 	650 532 654 542
I 	657 532 661 542
have 	666 532 693 542
not 	697 532 715 542
been 	719 532 747 542
notified 	751 532 794 542
by 	798 532 812 542
the 	815 532 834 542
Internal 	838 532 879 542
Revenue	885 532 935 542
Service 	98 542 140 552
(	143 542 147 552
IRS	147 542 167 552
) 	167 542 171 552
that 	174 542 196 552
I 	201 542 202 552
am 	208 542 225 552
subject 	229 542 271 552
to 	274 542 286 552
backup 	290 542 332 552
withholding 	335 542 403 552
as 	406 542 419 552
a 	423 542 430 552
result 	434 542 466 552
of 	469 542 481 552
a 	484 542 491 552
failure 	494 542 529 552
to 	533 542 544 552
report 	548 542 583 552
all 	586 542 599 552
interest 	603 542 646 552
or 	649 542 662 552
dividends	665 542 720 552
, 	720 542 723 552
or 	728 542 740 552
(	743 542 747 552
c	746 542 754 552
) 	753 542 757 552
the 	760 542 778 552
IRS 	782 542 804 552
has 	807 542 828 552
notified 	831 542 874 552
me 	879 542 896 552
that 	899 542 922 552
I 	926 542 928 552
am	933 542 950 552
no 	99 554 112 563
longer 	117 554 152 563
subject 	156 554 198 563
to 	202 554 213 563
backup 	215 554 259 563
withholding	264 554 329 563
; 	330 554 332 563
and	336 554 358 563
3. 	83 568 94 578
I 	98 568 101 578
am 	105 568 123 578
a 	126 568 133 578
U.S. 	136 568 161 578
citizen 	165 568 202 578
or 	207 568 218 578
other 	221 568 252 578
U.S. 	255 568 279 578
person 	284 568 322 578
(	325 568 330 578
defined 	331 568 373 578
below	377 568 411 578
)	411 568 415 578
; 	415 568 417 578
and	422 568 444 578
4. 	82 581 95 591
The 	97 581 120 591
FATCA 	124 581 165 591
code	168 581 196 591
(	196 581 200 591
s	200 581 207 591
) 	207 581 210 591
entered 	213 581 257 591
on 	261 581 275 591
this 	279 581 300 591
form 	303 581 330 591
(	334 581 337 591
if 	337 581 343 591
any	346 581 368 591
) 	368 581 371 591
indicating 	375 581 430 591
that 	434 581 457 591
I 	461 581 462 591
am 	467 581 484 591
exempt 	488 581 532 591
from 	535 581 562 591
FATCA 	566 581 607 591
reporting 	611 581 662 591
is 	667 581 675 591
correct	679 581 720 591
.	720 581 723 591
Certification 	84 596 156 605
instructions	160 596 230 605
. 	230 596 232 605
You 	235 596 257 605
must 	262 596 287 605
cross 	291 596 322 605
out 	325 596 343 605
item 	346 596 369 605
2 	373 596 380 605
above 	383 596 418 605
if 	421 596 427 605
you 	430 596 449 605
have 	453 596 480 605
been 	483 596 511 605
notified 	514 596 554 605
by 	558 596 572 605
the 	575 596 592 605
IRS 	596 596 615 605
that 	619 596 640 605
you 	643 596 663 605
are 	666 596 684 605
currently 	687 596 736 605
subject 	738 596 779 605
to 	782 596 793 605
backup 	797 596 838 605
withholding 	841 596 906 605
because	908 596 956 605
you 	83 606 104 616
have 	107 606 134 615
failed 	137 606 166 615
to 	170 606 180 615
report 	185 606 217 615
all 	220 606 232 615
interest 	235 606 276 615
and 	280 606 300 615
dividends 	303 606 356 615
on 	361 606 374 615
your 	377 606 402 615
tax 	405 606 422 615
return	425 606 458 615
. 	459 606 461 615
For 	465 606 482 615
real 	487 606 505 615
estate 	509 606 543 615
transactions	546 606 613 615
, 	615 606 617 615
item 	621 606 643 615
2 	647 606 655 615
does 	657 606 685 615
not 	689 606 706 615
apply	710 606 741 615
. 	741 606 743 615
For 	747 606 766 615
mortgage 	769 606 822 615
interest 	823 606 866 615
paid	869 606 893 615
,	894 606 896 615
acquisition 	85 616 143 626
or 	147 616 158 626
abandonment 	161 616 238 626
of 	241 616 252 626
secured 	254 616 300 626
property	303 616 349 626
, 	350 616 352 626
cancellation 	355 616 422 626
of 	425 616 436 626
debt	438 616 465 626
, 	465 616 468 626
contributions 	471 616 542 626
to 	546 616 557 626
an 	560 616 573 626
individual 	575 616 628 626
retirement 	633 616 689 626
arrangement 	692 616 762 626
(	764 616 767 626
IRA	768 616 788 626
)	787 616 791 626
, 	792 616 794 626
and 	798 616 819 626
generally	822 616 873 626
, 	873 616 875 626
payments	879 616 933 626
other 	83 627 114 636
than 	116 627 141 636
interest 	144 627 185 636
and 	188 627 208 636
dividends	212 627 265 636
, 	265 627 268 636
you 	271 627 291 636
are 	295 627 312 636
not 	316 627 333 636
required 	336 627 383 636
to 	386 627 396 636
sign 	400 627 422 636
the 	425 627 443 636
certification	447 627 511 636
, 	511 627 513 636
but 	517 627 535 636
you 	538 627 559 636
must 	563 627 590 636
provide 	593 627 634 636
your 	638 627 662 636
correct 	665 627 705 636
TIN	707 627 726 636
. 	728 627 729 636
See 	733 627 756 636
the 	758 627 776 636
instructions 	779 627 844 636
for 	847 627 862 636
Part 	865 627 888 636
II	892 627 897 636
, 	898 627 900 636
later	904 627 929 636
.	930 627 932 636
Sign	83 644 121 655
Signature 	151 649 208 657
of	207 649 220 657
Here	82 656 124 664
U.S. 	151 659 174 667
person 	177 659 216 667
►	217 659 227 667
Dany	254 644 357 672
General 	85 678 167 690
Instructions	177 678 303 690
Section 	85 699 129 706
references 	133 699 193 706
are 	198 699 215 706
to 	218 699 230 706
the 	234 699 252 706
Internal 	255 699 298 706
Revenue 	302 699 352 706
Code 	355 699 387 706
unless 	391 699 428 706
otherwise	432 699 488 706
noted	84 709 119 716
.	117 709 121 716
Future 	86 723 127 732
developments	129 723 215 732
. 	217 723 218 732
For 	224 723 242 732
the 	246 723 264 732
latest 	268 723 299 732
information 	302 723 368 732
about 	371 723 404 732
developments	408 723 489 732
related 	86 733 126 742
to 	129 733 140 742
Form 	145 733 174 742
W	177 733 190 742
-	190 733 194 742
9 	194 733 201 742
and 	205 733 226 742
its 	230 733 244 742
instructions	248 733 314 742
, 	315 733 317 742
such 	322 733 348 742
as 	353 733 366 742
legislation 	369 733 428 742
enacted	432 733 478 742
after 	86 743 111 752
they 	115 743 140 752
were 	143 743 171 752
published	175 743 232 752
, 	232 743 233 752
go 	239 743 253 752
to 	257 743 268 752
www.irs.gov/FormW9	272 743 396 752
.	397 743 399 752
Purpose 	88 760 162 773
of 	168 760 186 772
Form	193 760 239 772
An 	83 779 108 788
individual 	104 779 159 788
or 	164 779 176 788
entity 	179 779 211 788
(	213 779 217 788
Form 	217 779 247 788
W	251 779 263 788
-	264 779 267 788
9 	268 779 276 788
requester	279 779 334 788
) 	332 779 336 788
who 	340 779 364 788
is 	369 779 378 788
required 	381 779 429 788
to 	433 779 444 788
file 	447 779 464 788
an	468 779 481 788
information 	86 789 152 798
return 	155 789 189 798
with 	193 789 217 798
the 	220 789 238 798
IRS 	242 789 262 798
must 	266 789 295 798
obtain 	298 789 334 798
your 	337 789 364 798
correct 	367 789 408 798
taxpayer	411 789 462 798
identification 	87 799 160 809
number 	164 799 208 809
(	212 799 217 809
TIN	214 799 234 809
) 	234 799 238 809
which 	241 799 276 809
may 	280 799 303 809
be 	307 799 321 809
your 	324 799 352 809
social 	355 799 387 809
security 	392 799 437 809
number	441 799 484 809
(	86 809 91 819
SSN	91 809 116 819
)	116 809 119 819
, 	120 809 122 819
individual 	127 809 180 819
taxpayer 	185 809 235 819
identification 	237 809 311 819
number 	315 809 359 819
(	361 809 366 819
ITIN	365 809 389 819
)	390 809 393 819
, 	394 809 396 819
adoption	400 809 452 819
taxpayer 	86 820 136 830
identification 	140 820 212 829
number 	217 820 261 829
(	264 820 268 829
ATIN	268 820 296 829
)	296 820 299 829
, 	301 820 302 829
or 	308 820 319 829
employer 	322 820 377 829
identification 	380 820 452 829
number	457 820 501 829
(	85 830 91 840
EIN	89 830 111 840
)	108 830 114 840
, 	114 830 118 840
to 	121 830 132 840
report 	137 830 171 840
on 	175 830 189 840
an 	193 830 207 840
information 	209 830 275 840
return 	279 830 313 840
the 	316 830 334 840
amount 	338 830 381 840
paid 	386 830 411 840
to 	414 830 425 840
you	428 830 449 840
, 	452 830 453 840
or 	457 830 469 840
other	472 830 502 840
amount 	86 841 132 849
reportable 	134 841 193 849
on 	197 841 212 849
an 	215 841 229 849
information 	232 841 298 849
